Tên công việc,Tên công ty,Nơi làm việc,Mức lương,Ngày đăng tin,Ngày hết hạn,Link
KỸ SƯ THIẾT KẾ CƠ KHÍ(Mới),Công ty Cổ phần Cơ khí Vina Nha Trang,Khánh Hòa,Lương: 7 Tr - 11 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/ky-su-thiet-ke-co-khi.35C5978F.html
Nhân viên giao nhận(Mới),CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI TRƯƠNG VUI,Hồ Chí Minh,"Lương: 7 Tr - 7,5 Tr VND",N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-giao-nhan.35C59791.html
Giám sát Hành chính nhân sự - Làm việc tại văn phòng Cần Thơ + Long An(Mới),CÔNG TY CỔ PHẦN XNK VIỄN DƯƠNG,Cần Thơ Long An,Lương: 15 Tr - 25 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/giam-sat-hanh-chinh-nhan-su-lam-viec-tai-van-phong-can-tho-long-an.35C58C1C.html
Senior Backend Developer (Golang/Node.JS)(Mới),Công Ty Cổ Phần TEECOM,Hồ Chí Minh,Lương: Lên đến 35 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/senior-backend-developer-golang-node-js.35C59775.html
Lập trình viên(Mới),CÔNG TY CỔ PHẦN PHÁT TRIỂN CÔNG NGHỆ TECHPRO,Hồ Chí Minh,Lương: 12 Tr - 15 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/lap-trinh-vien.35C5978B.html
Kế toán thanh toán(Mới),CÔNG TY CỔ PHẦN ĐẦU TƯ BẤT ĐỘNG SẢN TOÀN CẦU,Hà Nội,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/ke-toan-thanh-toan.35C594D2.html
"Nhân viên kế toán thuế, LV tại Mễ Trì, Nam Từ Liêm, TN 10-12 triệu + thưởng tháng(Mới)",CÔNG TY CỔ PHẦN PHÁT TRIỂN CƠ ĐIỆN LẠNH HOÀNG ĐẠT,Hà Nội,Lương: 10 Tr - 12 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-ke-toan-thue-lv-tai-me-tri-nam-tu-liem-tn-10-12-trieu-thuong-thang.35C59789.html
QUẢN LÝ VẬN HÀNH (GIA LAI - KON TUM)(Mới),Công Ty TNHH BEST Logistics Technology (Việt Nam),Gia Lai Kon Tum,Lương: 25 Tr - 35 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/quan-ly-van-hanh-gia-lai-kon-tum.35C59787.html
"Trực Tổng Đài Viettel Post tại Hoài Đức, Hà Nội(Mới)",CÔNG TY CỔ PHẦN TRUYỀN THÔNG KIM CƯƠNG,Hà Nội,Lương: 7 Tr - 10 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/truc-tong-dai-viettel-post-tai-hoai-duc-ha-noi.35C59783.html
"Nhân viên tư vấn cho ngân hàng quân đội MB  tại Đống Đa, Hà Nội(Mới)",CÔNG TY CỔ PHẦN TRUYỀN THÔNG KIM CƯƠNG,Hà Nội,Lương: 8 Tr - 12 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-tu-van-cho-ngan-hang-quan-doi-mb-tai-dong-da-ha-noi.35C59781.html
Nhân viên chăm sóc khách hàng-Đắk Lắk(Mới),Công Ty Cổ Phần Thép Việt Xô Hà Nội,Dak Lak,Lương: 9 Tr - 11 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-cham-soc-khach-hang-dak-lak.35C5977E.html
"Nhân Viên Telesale Bán Gói Cước Viettel tại TP Vinh, Nghệ An(Mới)",CÔNG TY CỔ PHẦN TRUYỀN THÔNG KIM CƯƠNG,Nghệ An,Lương: 7 Tr - 12 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-telesale-ban-goi-cuoc-viettel-tai-tp-vinh-nghe-an.35C59780.html
"Nhân Viên Kinh Doanh (Lương Cứng 10.000.000 + Hoa Hồng, Thu Nhập Up To 100.000.000 Vnđ)(Mới)",CareerViet's client,Hồ Chí Minh,Lương: 12 Tr - 25 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-luong-cung-10-000-000-hoa-hong-thu-nhap-up-to-100-000-000-vnd.35C5977F.html
"Nhân Viên Telesale Bán Gói Cước Viettel tại TP Vinh, Nghệ An(Mới)",CÔNG TY CỔ PHẦN TRUYỀN THÔNG KIM CƯƠNG,Nghệ An,Lương: 7 Tr - 12 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-telesale-ban-goi-cuoc-viettel-tai-tp-vinh-nghe-an.35C5977D.html
Dược sĩ bán hàng - Khu vực miền Trung(Mới),Công Ty CP Dược Phẩm Pharmacity,Quảng Ngãi Đà Nẵng,Lương: 8 Tr - 12 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/duoc-si-ban-hang-khu-vuc-mien-trung.35C59779.html
Sales B2C (Thu Nhập Up To 30.000.000 Vnđ)(Mới),CareerViet's client,Hồ Chí Minh,Lương: 15 Tr - 26 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/sales-b2c-thu-nhap-up-to-30-000-000-vnd.35C5977B.html
"Nhân Viên Tân Trang, Làm Mới thiết bị Viettel Tại Bắc Từ Liêm, Hà Nội(Mới)",CÔNG TY CỔ PHẦN TRUYỀN THÔNG KIM CƯƠNG,Hà Nội,Lương: 7 Tr - 10 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-tan-trang-lam-moi-thiet-bi-viettel-tai-bac-tu-liem-ha-noi.35C5977A.html
"Thực Tập Sinh Kế Hoạch Đầu Tư (Lương Cứng 3.000.000 + Hoa Hồng, Yêu Cầu Không Vướng Lịch Học)(Mới)",CareerViet's client,Hồ Chí Minh,Lương: 3 Tr - 6 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/thuc-tap-sinh-ke-hoach-dau-tu-luong-cung-3-000-000-hoa-hong-yeu-cau-khong-vuong-lich-hoc.35C59778.html
Nhân viên admin kho-Đắk Lắk(Mới),Công Ty Cổ Phần Thép Việt Xô Hà Nội,Dak Lak,Lương: 8 Tr - 10 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-admin-kho-dak-lak.35C5976B.html
Thực Tập Sinh Quan Hệ Khách Hàng (Phụ Cấp 3.500.000 Vnđ + Thưởng Hiệu Quả Công Việc)(Mới),CareerViet's client,Hồ Chí Minh,"Lương: 3,5 Tr - 6,5 Tr VND",N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/thuc-tap-sinh-quan-he-khach-hang-phu-cap-3-500-000-vnd-thuong-hieu-qua-cong-viec.35C59776.html
Truyền thông nội bộ(Mới),ERAS GROUP,Hồ Chí Minh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/truyen-thong-noi-bo.35C59777.html
TÀI XẾ (KV THỦ ĐỨC)(Mới),CÔNG TY TNHH STOLZ-MIRAS (VIỆT NAM),Đồng Nai,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/tai-xe-kv-thu-duc.35C59771.html
Nhân Viên Kinh Doanh Thực Phẩm Đồ Uống,CÔNG TY CỔ PHẦN TMDV XNK GIANG GIA YẾN,Hồ Chí Minh,Lương: Trên 9 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-thuc-pham-do-uong.35C5327B.html
"Thực Tập Sinh Chăm Sóc Khách Hàng (Phụ Cấp 2.500.000 Vnđ, Yêu Cầu Không Vướng Lịch Học)(Mới)",CareerViet's client,Hồ Chí Minh,"Lương: 2,5 Tr - 5 Tr VND",N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/thuc-tap-sinh-cham-soc-khach-hang-phu-cap-2-500-000-vnd-yeu-cau-khong-vuong-lich-hoc.35C59774.html
Thực Tập Sinh Kinh Doanh (Lương Cứng 5.000.000 Vnđ + Hoa Hồng)(Mới),CareerViet's client,Hồ Chí Minh,Lương: 5 Tr - 10 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/thuc-tap-sinh-kinh-doanh-luong-cung-5-000-000-vnd-hoa-hong.35C59772.html
NHÂN VIÊN GIAO NHẬN VẮC XIN ƯU TIÊN NAM(Mới),Công Ty Cổ Phần Vacxin Việt Nam,Hồ Chí Minh,Lương: 7 Tr - 8 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-giao-nhan-vac-xin-uu-tien-nam.35C59766.html
English Mentor for Adults  [District 7 - District 3](Mới),Wall Street English,Hồ Chí Minh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/english-mentor-for-adults-district-7-district-3.35C5976F.html
"Sales B2C (Lương Cứng 7.000.000 Vnđ, Không Yêu Cầu Kinh Nghiệm)(Mới)",CareerViet's client,Hồ Chí Minh,Lương: 15 Tr - 25 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/sales-b2c-luong-cung-7-000-000-vnd-khong-yeu-cau-kinh-nghiem.35C59770.html
Trực Pages (Mới),CÔNG TY TNHH TẬP ĐOÀN GTG,Hà Nội,Lương: 12 Tr - 20 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/truc-pages.35C59768.html
Trực Pages (Mới),CÔNG TY TNHH TẬP ĐOÀN GTG,Hà Nội,Lương: 12 Tr - 20 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/truc-pages.35C59768.html
"Nhân viên Bán Hàng (Lương Cứng 6.000.000 vnđ, Không Yêu Cầu Kinh Nghiệm) (Mới)",CareerViet's client,Hồ Chí Minh,Lương: 10 Tr - 15 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-ban-hang-luong-cung-6-000-000-vnd-khong-yeu-cau-kinh-nghiem.35C5976E.html
Chuyên Viên Tư Vấn Đầu Tư (Thu Nhập Up To 30.000.000 Vnđ) (Mới),CareerViet's client,Hồ Chí Minh,Lương: 20 Tr - 35 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-tu-van-dau-tu-thu-nhap-up-to-30-000-000-vnd.35C5976D.html
Trưởng Phòng Thương Mại Điện Tử (Ngành Thời Trang) (Mới),CÔNG TY CỔ PHẦN SẢN XUẤT & XUẤT NHẬP KHẨU HAT+,Hà Nội,Lương: 20 Tr - 25 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/truong-phong-thuong-mai-dien-tu-nganh-thoi-trang.35C5976C.html
Thực Tập Sinh Ngân Hàng  (Phụ Cấp 4.000.000 Vnđ + Hoa Hồng) (Mới),CareerViet's client,Hồ Chí Minh,Lương: 4 Tr - 6 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/thuc-tap-sinh-ngan-hang-phu-cap-4-000-000-vnd-hoa-hong.35C5976A.html
Kế toán nội bộ- Đắk Lắk (Mới),Công Ty Cổ Phần Thép Việt Xô Hà Nội,Dak Lak,Lương: 9 Tr - 11 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/ke-toan-noi-bo-dak-lak.35C59764.html
NHÂN VIÊN ĐIỆN CÔNG NGHIỆP ( LÀM VIỆC THEO XOAY CA) (Mới),Công ty TNHH SX-TM Thép Tây Nam,Long An,Lương: 9 Tr - 15 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-dien-cong-nghiep-lam-viec-theo-xoay-ca.35C59767.html
"Thực Tập Sinh Bảo Hiểm (Phụ Cấp 3.000.000 Vnđ, Yêu Cầu Không Vướng Lịch Học) (Mới)",CareerViet's client,Hồ Chí Minh,Lương: 3 Tr - 5 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/thuc-tap-sinh-bao-hiem-phu-cap-3-000-000-vnd-yeu-cau-khong-vuong-lich-hoc.35C59763.html
"Thực Tập Sinh Chứng Khoán (Hỗ Trợ Số Liệu, Dấu Mộc Làm Báo Cáo Thực Tập,Yêu Cầu Không Vướng Lịch Học) (Mới)",CareerViet's client,Hồ Chí Minh,Lương: 3 Tr - 4 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/thuc-tap-sinh-chung-khoan-ho-tro-so-lieu-dau-moc-lam-bao-cao-thuc-tap-yeu-cau-khong-vuong-lich-hoc.35C59762.html
Thực Tập Sinh Kiến Trúc Nhà Ở (Lương Cứng 5.000.000 Vnđ) (Mới),CareerViet's client,Hồ Chí Minh,Lương: 5 Tr - 6 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/thuc-tap-sinh-kien-truc-nha-o-luong-cung-5-000-000-vnd.35C59761.html
Nhân viên kế hoạch sản xuất-Đắk Lắk (Mới),Công Ty Cổ Phần Thép Việt Xô Hà Nội,Dak Lak,Lương: 8 Tr - 10 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-ke-hoach-san-xuat-dak-lak.35C59756.html
Thực Tập Sinh Nghệ Thuật Phong Thủy (Phụ Cấp 3.500.000 Vnđ) (Mới),CareerViet's client,Hồ Chí Minh,"Lương: 3,5 Tr - 4 Tr VND",N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/thuc-tap-sinh-nghe-thuat-phong-thuy-phu-cap-3-500-000-vnd.35C5975E.html
"Công nhân, Thợ điện (Mới)",Công Ty TNHH Quốc Tế Anh Duy,Hồ Chí Minh,Lương: 7 Tr - 9 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/cong-nhan-tho-dien.35C59760.html
NHÂN VIÊN KẾ TOÁN TỔNG HỢP (Mới),Công ty TNHH SX-TM Thép Tây Nam,Long An,Lương: 10 Tr - 15 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-ke-toan-tong-hop.35C5975F.html
Cộng Tác Viên Kinh Doanh (Thu Nhập Không Giới Hạn) (Mới),CareerViet's client,Hồ Chí Minh,Lương: 30 Tr - 60 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/cong-tac-vien-kinh-doanh-thu-nhap-khong-gioi-han.35C5975D.html
Nhân viên Y tế trường học - Quận 7 (Mới),Hệ thống trường Pathway,Hồ Chí Minh,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-y-te-truong-hoc-quan-7.35C59759.html
Thực tập sinh Quan hệ khách hàng (Mới),CareerViet's client,Hồ Chí Minh,"Lương: 5,2 Tr - 6,5 Tr VND",N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/thuc-tap-sinh-quan-he-khach-hang.35C5975B.html
NHÂN VIÊN VẬN HÀNH MÁY CẮT LASER (Mới),Công ty Cổ phần Cơ khí Vina Nha Trang,Khánh Hòa,"Lương: 5,5 Tr - 8 Tr VND",N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-van-hanh-may-cat-laser.35C59754.html
"Thực Tập Sinh Tài Chính (Phụ Cấp 4.000.000 Vnđ, Yêu Cầu Không Vướng Lịch Học) (Mới)",CareerViet's client,Hồ Chí Minh,Lương: 4 Tr - 5 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/thuc-tap-sinh-tai-chinh-phu-cap-4-000-000-vnd-yeu-cau-khong-vuong-lich-hoc.35C5975A.html
Thực Tập Sinh Thương Mại Điện Tử (Phụ Cấp 4.200.000 Vnđ) (Mới),CareerViet's client,Hồ Chí Minh,"Lương: 4,2 Tr - 8 Tr VND",N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/thuc-tap-sinh-thuong-mai-dien-tu-phu-cap-4-200-000-vnd.35C59757.html
Nurse (Nhân Viên Y Tế)(Mới),CÔNG TY TNHH ASHTON FURNITURE CONSOLIDATION,Bà Rịa - Vũng Tàu,Lương: 10 Tr - 12 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nurse-nhan-vien-y-te.35C5974F.html
"Thực Tập Sinh Marketing (Phụ Cấp + Hỗ Trợ Dấu Mộc + Số Liệu Làm Báo Cáo Thực Tập, Yêu Cầu Không Vướng Lịch Học)(Mới)",CareerViet's client,Hồ Chí Minh,"Lương: 1,5 Tr - 2 Tr VND",N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/thuc-tap-sinh-marketing-phu-cap-ho-tro-dau-moc-so-lieu-lam-bao-cao-thuc-tap-yeu-cau-khong-vuong-lich-hoc.35C59755.html
Nhân viên vẽ Kỹ Thuật(Mới),Công Ty TNHH Okia Optical Việt Nam,Long An,Lương: 10 Tr - 20 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-ve-ky-thuat.35C59753.html
Phó Phòng Chăm sóc khách hàng(Mới),Công Ty TNHH Tập Đoàn Rita Võ,Hồ Chí Minh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/pho-phong-cham-soc-khach-hang.35C5974A.html
kế toán nội bộ(Mới),CÔNG TY TNHH PAGE ONE VIỆT NAM,Hồ Chí Minh,Lương: 16 Tr - 18 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/ke-toan-noi-bo.35C59752.html
"Thực Tập Sinh Pháp Lý (Phụ cấp 1.000.000 Vnđ, Không Vướng Lịch Học)(Mới)",CareerViet's client,Hồ Chí Minh,"Lương: 1 Tr - 2,5 Tr VND",N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/thuc-tap-sinh-phap-ly-phu-cap-1-000-000-vnd-khong-vuong-lich-hoc.35C5974B.html
Nhân Viên Thị Trường - Tỉnh nghệ An(Mới),Công ty TNHH SX-TM Thép Tây Nam,Nghệ An,Lương: 10 Tr - 15 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-thi-truong-tinh-nghe-an.35C59750.html
Kế toán tổng hợp - Đắk Lắk(Mới),Công Ty Cổ Phần Thép Việt Xô Hà Nội,Dak Lak,Lương: 12 Tr - 15 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/ke-toan-tong-hop-dak-lak.35C59749.html
Nhân viên tư vấn qua điện thoại (Telesales)(Mới),TẬP ĐOÀN NAMGROUP,Hồ Chí Minh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-tu-van-qua-dien-thoai-telesales.35C5974C.html
Operations Support Agent – Senior (Nhân viên hỗ trợ khai thác – Bậc cao)(Mới),FedEx Express Vietnam,Hồ Chí Minh Hà Nội,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/operations-support-agent-senior-nhan-vien-ho-tro-khai-thac-bac-cao.35C59728.html
NHÂN VIÊN QA QC (Ca đêm)(Mới),CÔNG TY TNHH MTV HƯƠNG VĨNH CỬU,Đồng Nai,Lương: 8 Tr - 12 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-qa-qc-ca-dem.35C59747.html
NHÂN VIÊN KINH DOANH DỰ ÁN(Mới),Công ty TNHH SX-TM Thép Tây Nam,Hồ Chí Minh,Lương: Trên 15 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-du-an.35C59745.html
Nhân Viên Tư Vấn Tuyển Sinh Khối Mầm Non(Mới),HỆ THỐNG GIÁO DỤC EDUFIT,Hà Nội Hồ Chí Minh,Lương: 10 Tr - 15 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-tu-van-tuyen-sinh-khoi-mam-non.35C59741.html
NHÂN VIÊN KINH DOANH (Mảng Tôn Thép)(Mới),Công ty TNHH SX-TM Thép Tây Nam,Hồ Chí Minh,Lương: 10 Tr - 15 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-mang-ton-thep.35C59742.html
Team Leader PG Kênh Tạp Hóa (Kênh GT) - VINAMILK(Mới),Công ty TNHH Sức Bật,Hồ Chí Minh Vĩnh Phúc Cần Thơ,Lương: Lên đến 15 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/team-leader-pg-kenh-tap-hoa-kenh-gt-vinamilk.35C59724.html
[TOÀN QUỐC] CỬA HÀNG TRƯỞNG VINAMILK(Mới),Công ty TNHH Sức Bật,Bạc Liêu Cần Thơ Long An,Lương: 12 Tr - 16 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/toan-quoc-cua-hang-truong-vinamilk.35C5971E.html
[TOÀN QUỐC] CỬA HÀNG TRƯỞNG VINAMILK(Mới),Công ty TNHH Sức Bật,Hồ Chí Minh Quảng Nam Đồng Nai,Lương: 12 Tr - 16 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/toan-quoc-cua-hang-truong-vinamilk.35C59720.html
Nhân viên SEO(Mới),CÔNG TY TNHH THƯƠNG MẠI SẢN XUẤT TÂN PHÚ NHUẬN,Hồ Chí Minh,Lương: 10 Tr - 12 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-seo.35C5973B.html
KẾ TOÁN VIÊN(Mới),CÔNG TY TNHH VẬN CHUYỂN VÙNG VỊNH,Hồ Chí Minh,Lương: 10 Tr - 13 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/ke-toan-vien.35C5973C.html
GIÁM ĐỐC KINH DOANH DỰ ÁN(Mới),Công ty TNHH SX-TM Thép Tây Nam,Hồ Chí Minh,Lương: 30 Tr - 50 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/giam-doc-kinh-doanh-du-an.35C5973F.html
Chuyên Viên Cao Cấp Phân Tích Tài Chính KHDN- Hà Nội- TA084(Mới),Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-cao-cap-phan-tich-tai-chinh-khdn-ha-noi-ta084.35C5973E.html
Nhân viên Kế toán(Mới),Tập Đoàn Kim Tín,Hồ Chí Minh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-ke-toan.35C5973D.html
Kỹ sư IE (tiếng Trung)(Mới),CÔNG TY TNHH QISDA VIỆT NAM,Hà Nam,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/ky-su-ie-tieng-trung.35C5973A.html
Kỹ thuật viên IE(  Tiếng Trung)(Mới),CÔNG TY TNHH QISDA VIỆT NAM,Hà Nam,Lương: 10 Tr - 18 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/ky-thuat-vien-ie-tieng-trung.35C59737.html
Tổ trưởng kho (tiếng Trung)(Mới),CÔNG TY TNHH QISDA VIỆT NAM,Hà Nam,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/to-truong-kho-tieng-trung.35C59734.html
GIÁM SÁT/TRƯỞNG CA VẬN HÀNH KHO/KHO LẠNH(Mới),CÔNG TY CỔ PHẦN LOGISTICS LONG AN,Long An,Lương: 16 Tr - 20 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/giam-sat-truong-ca-van-hanh-kho-kho-lanh.35C596FE.html
Trưởng Phòng Hành Chính Nhân Sự(Mới),CÔNG TY CỔ PHẦN BỆNH VIỆN PHẪU THUẬT THẨM MỸ NAM AN,Hồ Chí Minh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/truong-phong-hanh-chinh-nhan-su.35C5972C.html
Trưởng Nhóm Kế Toán Tổng Hợp(Mới),Công ty TNHH Sản xuất Thương mại & Dịch vụ Hoa Xinh,Hồ Chí Minh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/truong-nhom-ke-toan-tong-hop.35C595BA.html
Trợ lý Giám Đốc(Mới),CÔNG TY TNHH MOVE SYNC,Hồ Chí Minh,Lương: 15 Tr - 20 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/tro-ly-giam-doc.35C59729.html
Trưởng phòng kinh doanh(Mới),Công ty CP XHOME Việt Nam,Hà Nội,Lương: 30 Tr - 50 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/truong-phong-kinh-doanh.35C5972A.html
Quản lý dự án (Mới),Công ty CP XHOME Việt Nam,Hà Nội,Lương: 30 Tr - 40 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/quan-ly-du-an.35C59723.html
Quản lý dự án (Mới),Công ty CP XHOME Việt Nam,Hà Nội,Lương: 30 Tr - 40 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/quan-ly-du-an.35C59723.html
Chuyên Viên Tư Vấn Tuyển Sinh - Senior Educational Consultant,CÔNG TY CỔ PHẦN ANH NGỮ ETEST,Hồ Chí Minh,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-tu-van-tuyen-sinh-senior-educational-consultant.35C59179.html
Chuyên viên dự toán (Mới),Công ty CP XHOME Việt Nam,Hà Nội,Lương: 15 Tr - 20 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-du-toan.35C59722.html
Nhân viên hành chính nhân sự (Mới),Bảo mật,Hồ Chí Minh,Lương: 9 Tr - 12 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-hanh-chinh-nhan-su.35C5971D.html
Trưởng phòng tổ chức sự kiện (tiếng Trung ) (Mới),CÔNG TY TNHH QISDA VIỆT NAM,Hà Nam,Lương: 20 Tr - 30 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/truong-phong-to-chuc-su-kien-tieng-trung.35C5971F.html
Senior QC Engineer (Mới),Công Ty CP Dược Phẩm Pharmacity,Hồ Chí Minh,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/senior-qc-engineer.35C5971B.html
Kỹ thuật viên PE (Mới),CÔNG TY TNHH QISDA VIỆT NAM,Hà Nam,Lương: 10 Tr - 18 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/ky-thuat-vien-pe.35C5971C.html
Trợ lý Phiên Dịch Tiếng Trung (Mới),CÔNG TY TNHH COTG FOOD TECH VIỆT NAM,Hồ Chí Minh,Lương: 12 Tr - 17 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/tro-ly-phien-dich-tieng-trung.35C59718.html
Giáo Viên Quản Nhiệm Tiểu Học (quận 10) (Mới),TRƯỜNG QUỐC TẾ BLUE RIDGE / BLUE RIDGE INTERNATIONAL SCHOOL (BRIS),Hồ Chí Minh,Lương: 9 Tr - 12 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/giao-vien-quan-nhiem-tieu-hoc-quan-10.35C5970F.html
[HCM] Chuyên viên Kế toán tổng hợp (Lĩnh vực bán lẻ) (Mới),Công ty cổ phần HaMo Holdings,Hồ Chí Minh,Lương: 14 Tr - 18 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/hcm-chuyen-vien-ke-toan-tong-hop-linh-vuc-ban-le.35C59715.html
