Tên công việc,Tên công ty,Nơi làm việc,Mức lương,Ngày đăng tin,Ngày hết hạn,Link
Nhân viên chăm sóc khách hàng,TRƯỜNG PHỔ THÔNG LIÊN CẤP H.A.S,Hà Nội,Lương: 10 Tr - 12 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-cham-soc-khach-hang.35C5884D.html
Giám sát ngành hàng - siêu thị Lotte Mart,LOTTE VIETNAM SHOPPING JOINT STOCK COMPANY,Hà Nội Bình Dương Hồ Chí Minh,Lương: 9 Tr - 13 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/giam-sat-nganh-hang-sieu-thi-lotte-mart.35C58904.html
Phó Phòng R&D,Công ty Cổ phần Đầu tư Nhật Huy (Nhat Huy Group),Nghệ An,Lương: 22 Tr - 30 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/pho-phong-r-d.35C5881D.html
Nhân viên bếp bánh siêu thị,LOTTE VIETNAM SHOPPING JOINT STOCK COMPANY,Hồ Chí Minh Đà Nẵng Hà Nội,Lương: 6 Tr - 8 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-bep-banh-sieu-thi.35C58930.html
"Chuyên viên Khách hàng doanh nghiệp - Đồng Nai, Cần Thơ, Long An, An Giang, Tiền Giang, Cà Mau, Kiên Giang",Ngân hàng Thương mại cổ phần Đông Nam Á (SeABank),Hồ Chí Minh Đồng Bằng Sông Cửu Long Bình Dương,Lương: 10 Tr - 20 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-khach-hang-doanh-nghiep-dong-nai-can-tho-long-an-an-giang-tien-giang-ca-mau-kien-giang.35C58907.html
Đại Diện Bán Hàng,Tập Đoàn Karofi Holding,Hải Dương Quảng Ninh,Lương: 16 Tr - 22 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/dai-dien-ban-hang.35C5896F.html
TRƯỞNG PHÒNG MARKETING OFFLINE - TRUNG TÂM WELLNESS,SCI Group,Hà Nội,Lương: 30 Tr - 45 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/truong-phong-marketing-offline-trung-tam-wellness.35C588B7.html
Nhân viên Kho - Bắc Giang (cũ),Công Ty Cổ Phần Thép Việt Xô Hà Nội,Bắc Giang,Lương: 8 Tr - 10 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kho-bac-giang-cu.35C588DA.html
Nhân viên kế hoạch sản xuất-Bắc Giang (cũ),Công Ty Cổ Phần Thép Việt Xô Hà Nội,Bắc Giang,Lương: 9 Tr - 10 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-ke-hoach-san-xuat-bac-giang-cu.35C588D0.html
[HẢI PHÒNG] QUẢN LÝ KINH DOANH KHU VỰC (ASM),CÔNG TY TNHH BIA CARLSBERG VIỆT NAM,Hải Phòng,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/hai-phong-quan-ly-kinh-doanh-khu-vuc-asm.35C58803.html
National Sales Manager,Công Ty NABATI Việt Nam,Hồ Chí Minh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/national-sales-manager.35C58808.html
Tax Manager,Yes4All Trading Services Company Limited,Hồ Chí Minh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/tax-manager.35C587DF.html
[CẦN THƠ] TRƯỞNG TRUNG TÂM TIÊM CHỦNG,Công Ty Cổ Phần Vacxin Việt Nam,Cần Thơ,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/can-tho-truong-trung-tam-tiem-chung.35C587EE.html
Cộng tác viên (Nhân viên Thời vụ Tiếp thị Truyền thông) thuộc Chi nhánh Bình Định,Công Ty CP Du lịch và Tiếp Thị GTVT Việt Nam- Vietravel,Gia Lai,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/cong-tac-vien-nhan-vien-thoi-vu-tiep-thi-truyen-thong-thuoc-chi-nhanh-binh-dinh.35C587CA.html
Rewards Consulting Associate Principal,Cổ Phần Kết Nối Nhân Tài - Talentnet Corporation,Hồ Chí Minh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/rewards-consulting-associate-principal.35C5899E.html
Nhân viên Costing,Công ty Cổ Phần Đầu Tư Thái Bình,Bình Dương,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-costing.35C589B4.html
Nhân viên Kho làm việc tại Di Linh,Công Ty Cổ Phần Vacxin Việt Nam,Lâm Đồng,Lương: 7 Tr - 9 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kho-lam-viec-tai-di-linh.35C587FC.html
"Nhân viên kỹ thuật nhiệt lạnh (Hà Nội, Bắc Ninh)",Công Ty Cổ phần Tập Đoàn KIDO,Bắc Ninh Hà Nội,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-ky-thuat-nhiet-lanh-ha-noi-bac-ninh.35C588E2.html
"Key Account Manager (On-premise, B2B)",Công Ty Cổ phần Tập Đoàn KIDO,Hồ Chí Minh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/key-account-manager-on-premise-b2b.35C588F3.html
Java Developer,FE CREDIT,Hồ Chí Minh,"Lương: 1,000 - 1,500 USD",N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/java-developer.35C589D7.html
Quản Lý Kinh Doanh Vùng (RSM) - Kênh Trả Góp,Công Ty Tài Chính Mirae Asset (Việt Nam),Hồ Chí Minh Đà Nẵng Hà Nội,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/quan-ly-kinh-doanh-vung-rsm-kenh-tra-gop.35C58973.html
Legal Operation Executive - Chuyên viên pháp lý vận hành,Công Ty Tài Chính Mirae Asset (Việt Nam),Hồ Chí Minh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/legal-operation-executive-chuyen-vien-phap-ly-van-hanh.35C5896C.html
[Miền Bắc] Chuyên Viên Cho Vay Thế Chấp Ô Tô,Công Ty Tài Chính Mirae Asset (Việt Nam),Hà Nội Bắc Ninh Hải Phòng,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/mien-bac-chuyen-vien-cho-vay-the-chap-o-to.35C589D0.html
Key Account Specialist (Shopee Live),Công Ty Cổ phần Tập Đoàn KIDO,Hồ Chí Minh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/key-account-specialist-shopee-live.35C588B5.html
DL Supporter / Nhân viên hỗ trợ trực tiếp (CIM),Sonion Vietnam,Hồ Chí Minh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/dl-supporter-nhan-vien-ho-tro-truc-tiep-cim.35C588CF.html
"Nhân viên Kho làm việc tại Chơn Thành, Bình Phước",Công Ty Cổ Phần Vacxin Việt Nam,Bình Phước,Lương: 7 Tr - 9 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kho-lam-viec-tai-chon-thanh-binh-phuoc.35C587F1.html
KỸ THUẬT NẤU KEO - NHÀ MÁY GỖ,Công Ty Rita Võ,Bình Dương,Lương: 13 Tr - 15 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/ky-thuat-nau-keo-nha-may-go.35C587C7.html
[Bắc Ninh]- Nhân viên dịch vụ khách hàng,CÔNG TY CỔ PHẦN  ITL LOGISTICS,Bắc Ninh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/bac-ninh-nhan-vien-dich-vu-khach-hang.35C58757.html
Nhân Viên Bảo Trì Cơ Điện - Upto 18 Triệu / Tháng,CÔNG TY CỔ PHẦN VIFON - CHI NHÁNH HẢI DƯƠNG,Hải Dương,Lương: 14 Tr - 18 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-bao-tri-co-dien-upto-18-trieu-thang.35C588B8.html
Nhân Viên Kinh Doanh Nội Thất -  Đông Anh,Công Ty TNHH Tập Đoàn Rita Võ,Hà Nội,Lương: 10 Tr - 15 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-noi-that-dong-anh.35C5889B.html
Chuyên viên Định giá tài sản bảo đảm,BVBank - Ngân hàng Bản Việt,Hà Nội Phú Thọ Hồ Chí Minh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-dinh-gia-tai-san-bao-dam.35C58789.html
TẬP SỰ TƯ VẤN ĐẦU TƯ KHCN (NHA TRANG),VDSC - Công ty CP Chứng khoán Rồng Việt,Khánh Hòa,Lương: 3 Tr - 5 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/tap-su-tu-van-dau-tu-khcn-nha-trang.35C58805.html
[Phú Thọ] Nhân Viên Kinh doanh Nội Thất (Đi làm ngay),Công Ty TNHH Tập Đoàn Rita Võ,Phú Thọ,Lương: 12 Tr - 15 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/phu-tho-nhan-vien-kinh-doanh-noi-that-di-lam-ngay.35C58800.html
Hải Phòng - Giám đốc Dịch vụ Khách hàng,BVBank - Ngân hàng Bản Việt,Hải Phòng,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/hai-phong-giam-doc-dich-vu-khach-hang.35C5876C.html
Nhân Viên QC Nội thất (Nhà Bè),Công Ty TNHH Tập Đoàn Rita Võ,Hồ Chí Minh,Lương: 8 Tr - 9 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-qc-noi-that-nha-be.35C587DB.html
Nhân Viên QC Nội thất (Nhà Bè),Công Ty TNHH Tập Đoàn Rita Võ,Hồ Chí Minh,Lương: 8 Tr - 9 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-qc-noi-that-nha-be.35C587DB.html
Hải Phòng - Chuyên viên Dịch vụ Khách hàng,BVBank - Ngân hàng Bản Việt,Hải Phòng,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/hai-phong-chuyen-vien-dich-vu-khach-hang.35C58784.html
Senior Learning & Development Specialist,Techtronic Industries Vietnam Manufacturing Company Limited,Hồ Chí Minh,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/senior-learning-development-specialist.35C58956.html
Chuyên viên Cao cấp Kiểm soát Tuân thủ (Mảng Xây dựng),Công Ty Cổ Phần Tập Đoàn Đầu Tư Địa Ốc No Va,Hồ Chí Minh,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-cao-cap-kiem-soat-tuan-thu-mang-xay-dung.35C588F7.html
Nhân Viên Chăm Sóc Khách Hàng Tiếng Anh (Kênh Chat/Email) tại Hà Nội,CÔNG TY TNHH TRANSCOSMOS VIỆT NAM,Hà Nội,Lương: 12 Tr - 15 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-cham-soc-khach-hang-tieng-anh-kenh-chat-email-tai-ha-noi.35C58959.html
Giám đốc Phòng Khách hàng doanh nghiệp - Bình Dương,Ngân hàng TMCP Việt Á – VietABank,Bình Dương,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/giam-doc-phong-khach-hang-doanh-nghiep-binh-duong.35C58949.html
[NovaService] Trưởng phòng Pháp lý vận hành doanh nghiệp,Nova Service Group - Công ty Cổ phần Tập đoàn Nova Services,Hồ Chí Minh,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/novaservice-truong-phong-phap-ly-van-hanh-doanh-nghiep.35C58962.html
Kỹ sư cao cấp Cơ điện,Công Ty Cổ Phần Tập Đoàn Đầu Tư Địa Ốc No Va,Đồng Nai,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/ky-su-cao-cap-co-dien.35C589A5.html
Senior Low-Code Developer,Công Ty CP Vàng Bạc Đá Quý Phú Nhuận - PNJ,Hồ Chí Minh,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/senior-low-code-developer.35C589E1.html
Nhân viên bảo trì cơ khí,Cty CP Kỹ Nghệ Thực Phẩm Việt Nam - VIFON,Hồ Chí Minh,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-bao-tri-co-khi.35C5889F.html
Nhân Viên Y Tế Trường Học,Công Ty Cổ Phần Đầu Tư Xây Dựng Bcons,Hồ Chí Minh,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-y-te-truong-hoc.35C589C7.html
Nhân Viên Kinh Doanh Nội Thất - Nghệ An,Công Ty TNHH Tập Đoàn Rita Võ,Nghệ An,Lương: 15 Tr - 20 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-noi-that-nghe-an.35C58897.html
Cộng Tác Viên Tư Vấn Bảo Hiểm,Concung.com - Con Cung Joint Stock Company,Hồ Chí Minh,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/cong-tac-vien-tu-van-bao-hiem.35C588A1.html
CHUYÊN VIÊN TƯ VẤN ĐẦU TƯ KHCN (NHA TRANG),VDSC - Công ty CP Chứng khoán Rồng Việt,Khánh Hòa,Lương: 7 Tr - 20 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-tu-van-dau-tu-khcn-nha-trang.35C5880E.html
Chuyên viên Phát triển Ứng dụng (java) - Làm việc tại TSC Hà Đông (Hà Nội),Ngân hàng TMCP Việt Á – VietABank,Hà Nội,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-phat-trien-ung-dung-java-lam-viec-tai-tsc-ha-dong-ha-noi.35C5896E.html
"[Dist 7, HCM] Halal Specialist Staff (26760)",Công Ty TNHH Reeracoen Việt Nam,Hồ Chí Minh,Lương: 18 Tr - 20 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/dist-7-hcm-halal-specialist-staff-26760.35C589C6.html
Nhân viên bảo trì,CÔNG TY CỔ PHẦN NHỰA TÁI CHẾ DUY TÂN,Long An,Lương: 9 Tr - 10 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-bao-tri.35C58859.html
Giao Dịch Viên - Hà Nội (khu vực Hà Đông),Ngân hàng TMCP Việt Á – VietABank,Hà Nội,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/giao-dich-vien-ha-noi-khu-vuc-ha-dong.35C5888B.html
Nhân viên kỹ thuật điện,CÔNG TY CỔ PHẦN NHỰA TÁI CHẾ DUY TÂN,Long An,Lương: 9 Tr - 11 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-ky-thuat-dien.35C5885A.html
Nhân viên bảo trì cơ khí,CÔNG TY CỔ PHẦN VIFON - CHI NHÁNH HẢI DƯƠNG,Hải Dương,Lương: 14 Tr - 18 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-bao-tri-co-khi.35C588D6.html
Kỹ sư cao cấp Hạ tầng,Công Ty Cổ Phần Tập Đoàn Đầu Tư Địa Ốc No Va,Đồng Nai,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/ky-su-cao-cap-ha-tang.35C589CB.html
Chuyên viên R&D,Công Ty Cổ Phần GreenFeed Việt Nam,Đồng Nai,Lương: 13 Tr - 18 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-r-d.35C5888D.html
SQE Engineer (Ha Noi),Techtronic Industries Vietnam Manufacturing Company Limited,Hà Nội,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/sqe-engineer-ha-noi.35C58998.html
"[Quận 3, HCM] Kỹ thuật viên 26757",Công Ty TNHH Reeracoen Việt Nam,Hồ Chí Minh,Lương: 12 Tr - 15 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/quan-3-hcm-ky-thuat-vien-26757.35C589C2.html
"Nhân Viên Thiết Kế Kỹ Thuật Cơ Khí (NX, CATIA)",CÔNG TY TNHH TRANSCOSMOS VIỆT NAM,Hà Nội,Lương: 8 Tr - 12 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-thiet-ke-ky-thuat-co-khi-nx-catia.35C5880B.html
Chuyên Viên/Chuyên viên cao cấp Quan Hệ Khách Hàng Doanh Nghiệp - Khu vực Hà Nội,Ngân hàng TMCP Việt Á – VietABank,Hà Nội,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-chuyen-vien-cao-cap-quan-he-khach-hang-doanh-nghiep-khu-vuc-ha-noi.35C588BB.html
IT Technical Support Engineer,Techtronic Industries Vietnam Manufacturing Company Limited,Hồ Chí Minh Bình Dương,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/it-technical-support-engineer.35C588F2.html
Tổ trưởng sản xuất,CÔNG TY CỔ PHẦN NHỰA TÁI CHẾ DUY TÂN,Long An,Lương: 12 Tr - 13 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/to-truong-san-xuat.35C5885C.html
CVCC Phân tích nghiệp vụ và hệ thống dữ liệu - Hà Nội - TA139,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/cvcc-phan-tich-nghiep-vu-va-he-thong-du-lieu-ha-noi-ta139.35C58924.html
Chuyên viên Quan hệ KHCN - Khu vực Hà Nội,Ngân Hàng TMCP Sài Gòn - Hà Nội ( SHB ),Hà Nội,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-quan-he-khcn-khu-vuc-ha-noi.35C5872F.html
Giao dịch viên - Khu vực Hà Nội,Ngân Hàng TMCP Sài Gòn - Hà Nội ( SHB ),Hà Nội,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/giao-dich-vien-khu-vuc-ha-noi.35C5872D.html
CV/CVC/CVCC Kiểm soát tuân thủ - Khối Quản trị rủi ro,Tổng Công ty Cổ phần Bảo hiểm Quân đội (MIC),Hà Nội,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/cv-cvc-cvcc-kiem-soat-tuan-thu-khoi-quan-tri-rui-ro.35C5871F.html
Chuyên viên Quan hệ KHDN - Khu vực Hà Nội,Ngân Hàng TMCP Sài Gòn - Hà Nội ( SHB ),Hà Nội,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-quan-he-khdn-khu-vuc-ha-noi.35C5872E.html
Director of Sales Operations & Quality Assurance Center,CÔNG TY TÀI CHÍNH TNHH NGÂN HÀNG TMCP SÀI GÒN - HÀ NỘI  (SHBFinance),Hồ Chí Minh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/director-of-sales-operations-quality-assurance-center.35C58738.html
Chuyên gia quản lý chuyển đổi - Văn phòng Quản lý dự án,Ngân hàng TMCP Đại Chúng Việt Nam - PVcomBank,Hà Nội,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-gia-quan-ly-chuyen-doi-van-phong-quan-ly-du-an.35C587EF.html
Chuyên viên cao cấp quản lý chuyển đổi - Văn phòng Quản lý dự án,Ngân hàng TMCP Đại Chúng Việt Nam - PVcomBank,Hà Nội,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-cao-cap-quan-ly-chuyen-doi-van-phong-quan-ly-du-an.35C58951.html
Senior Data Scientist - Hà Nội - TA139,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/senior-data-scientist-ha-noi-ta139.35C588FE.html
Trưởng nhóm bán hàng chuyên biệt thẻ tín dụng - DSACC - HCM - TA161,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hồ Chí Minh Hà Nội,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/truong-nhom-ban-hang-chuyen-biet-the-tin-dung-dsacc-hcm-ta161.35C589B6.html
Quản lý dự án (Project Manager) - Văn phòng quản lý dự án,Ngân hàng TMCP Đại Chúng Việt Nam - PVcomBank,Hà Nội,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/quan-ly-du-an-project-manager-van-phong-quan-ly-du-an.35C58942.html
HO - Khối Thị trường và Quản trị tài chính -  Chuyên viên Phát triển Khách hàng (FX sales),Ngân hàng TMCP Lộc Phát Việt Nam (LPBank),Hà Nội,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/ho-khoi-thi-truong-va-quan-tri-tai-chinh-chuyen-vien-phat-trien-khach-hang-fx-sales.35C587E6.html
Trưởng Phòng Kinh Doanh Thế Chấp - Cần Thơ - TA177,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Cần Thơ,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/truong-phong-kinh-doanh-the-chap-can-tho-ta177.35C587D8.html
Chuyên viên Kế hoạch và quản lý hiệu quả công việc chi nhánh - Phòng Kế hoạch - Khối Tài chính kế toán,Ngân hàng TMCP Đại Chúng Việt Nam - PVcomBank,Hà Nội,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-ke-hoach-va-quan-ly-hieu-qua-cong-viec-chi-nhanh-phong-ke-hoach-khoi-tai-chinh-ke-toan.35C587D4.html
Trưởng phòng/ Trưởng nhóm Dịch vụ khách hàng  - TP.HCM - TA115,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hồ Chí Minh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/truong-phong-truong-nhom-dich-vu-khach-hang-tp-hcm-ta115.35C5874A.html
Trưởng nhóm bán hàng - Trung tâm Bán hàng qua điện thoại Miền Nam - HCM - TA161,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hồ Chí Minh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/truong-nhom-ban-hang-trung-tam-ban-hang-qua-dien-thoai-mien-nam-hcm-ta161.35C589B9.html
Chuyên Viên Cao Cấp Bán Sản Phẩm Tín Chấp - TA161,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hồ Chí Minh Hà Nội Cần Thơ,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-cao-cap-ban-san-pham-tin-chap-ta161.35C589BF.html
Chuyên viên cao cấp xử lý than phiền tập trung - CRU - TT247 - Hà Nội - TA161,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-cao-cap-xu-ly-than-phien-tap-trung-cru-tt247-ha-noi-ta161.35C589BD.html
"Chuyên gia kế hoạch hiệu suất, Phòng Kế hoạch và Quản lý hiệu quả công việc, Khối Tài chính kế toán",Ngân hàng TMCP Đại Chúng Việt Nam - PVcomBank,Hà Nội,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-gia-ke-hoach-hieu-suat-phong-ke-hoach-va-quan-ly-hieu-qua-cong-viec-khoi-tai-chinh-ke-toan.35C5890C.html
"Chuyên viên kế hoạch và quản lý hiệu quả công việc khối, Phòng kế hoạch và Quản lý hiệu quả công việc,  Khối Tài chính kế toán",Ngân hàng TMCP Đại Chúng Việt Nam - PVcomBank,Hà Nội,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-ke-hoach-va-quan-ly-hieu-qua-cong-viec-khoi-phong-ke-hoach-va-quan-ly-hieu-qua-cong-viec-khoi-tai-chinh-ke-toan.35C588F1.html
Chuyên Viên Hỗ Trợ Nghiệp Vụ Phòng XLTD KH SME - Hà Nội - TA162,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-ho-tro-nghiep-vu-phong-xltd-kh-sme-ha-noi-ta162.35C58991.html
Trưởng phòng Khách hàng Doanh nghiệp - NCB Thái Nguyên,Ngân Hàng TMCP Quốc Dân (NCB),Thái Nguyên,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/truong-phong-khach-hang-doanh-nghiep-ncb-thai-nguyen.35C588D7.html
Chuyên viên Định chế tài chính - Khối Nguồn vốn và thị trường tài chính,Ngân hàng TMCP Đại Chúng Việt Nam - PVcomBank,Hà Nội,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-dinh-che-tai-chinh-khoi-nguon-von-va-thi-truong-tai-chinh.35C588FF.html
Chuyên viên Định chế tài chính - Khối Nguồn vốn và thị trường tài chính,Ngân hàng TMCP Đại Chúng Việt Nam - PVcomBank,Hà Nội,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-dinh-che-tai-chinh-khoi-nguon-von-va-thi-truong-tai-chinh.35C588FF.html
"Chuyên viên cao cấp tổng hợp và phân tích dữ liệu báo cáo, Phòng Quản lý hiệu quả công việc, Khối Tài chính kế toán",Ngân hàng TMCP Đại Chúng Việt Nam - PVcomBank,Hà Nội,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-cao-cap-tong-hop-va-phan-tich-du-lieu-bao-cao-phong-quan-ly-hieu-qua-cong-viec-khoi-tai-chinh-ke-toan.35C588F9.html
IT OPS/DevOps - HN/HCM - TA050,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội Hồ Chí Minh,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/it-ops-devops-hn-hcm-ta050.35C588DE.html
Giám Sát Kỹ Thuật - Không Yêu Cầu Kinh Nghiệm,Công Ty Cổ Phần Eurowindow,Hà Nội,Lương: 12 Tr - 18 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/giam-sat-ky-thuat-khong-yeu-cau-kinh-nghiem.35C5886B.html
CTV Nghiệp vụ tài khoản (HO) - Hà Nội - TA112,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/ctv-nghiep-vu-tai-khoan-ho-ha-noi-ta112.35C58980.html
